"1","2","3","4","5"
0.00651619925142122,0.421284339579241,0.0200504346953277,0.398560316655271,0.153588709818739
0.000146031929811438,0.940368732741586,0.0196249382295562,0.0117130417245537,0.0281472553744931
0.0532365513859688,0.00428016917308415,0.00121042484910085,0.896514473771593,0.0447583808202537
0.558727404270424,0.00579061104110555,0.145234800743188,0.047846495911469,0.242400688033814
0.0635497843390516,0.052253037477698,0.616270136286467,0.015364107793109,0.252562934103675
0.0662876186198425,0.00436986234526038,0.848061520908381,0.000995026226412312,0.0802859719001034
0.00998600578931909,0.187636858374657,0.630757669360157,0.00764913786490402,0.163970328610963
0.039245586508162,0.0743447599081669,0.632653478292772,0.0136964460875633,0.240059729203336
0.0564219952138413,0.00476935892987274,0.859819572187629,0.000929040489256628,0.0780600331794003
0.117889120805351,0.0605907013074119,0.069637096267884,0.427812105687834,0.324070975931519
0.0148117235915904,0.2980316965919,0.0357763274481521,0.442504724513914,0.208875527854444
0.0906769382913046,0.0850431295066688,0.415970871723395,0.0405170900026823,0.367791970475949
0.00861242877388056,0.557437356241306,0.157436305221433,0.0548834382133354,0.221630471550045
0.929902848045707,0.000106526626952916,0.00750319482268206,0.0270716713509618,0.0354157591536964
0.828554736070056,0.000460274540450175,0.00997170100809233,0.0944124853957239,0.0666008029856777
0.164126498146697,0.0696481909635422,0.330811836653963,0.0879882061548972,0.347425268080901
0.0109111817749615,0.183739641125017,0.610250925176319,0.00877731408479878,0.186320937838904
0.10493979950282,0.0610330182533305,0.123709216370573,0.423576206465764,0.286741759407512
0.0517042744458468,0.00636275842246355,0.85367850456808,0.00119375121753123,0.0870607113460787
0.00168688711761066,0.632113971591452,0.0105376468535978,0.276461546234736,0.0791999482026036
0.013070023405448,0.0125994012461679,0.00112387095923652,0.931876620798341,0.0413300835908066
0.0137051920155724,0.236893122205894,0.494044388198262,0.0178607407350021,0.237496556845269
0.478619050639905,0.010599851721352,0.130675636911616,0.0970738814983793,0.283031579228748
0.424162763947403,0.00418439108962971,0.369631002106786,0.0108533197868283,0.191168523069354
0.422159747673555,0.0104581884275415,0.231888070334622,0.0514595343907309,0.284034459173551
0.450648891956793,0.0109837401637658,0.191649748491953,0.0512802003428372,0.295437419044651
0.427670152310555,0.0131853203110639,0.0632652689497255,0.205735186316069,0.290144072112587
0.23243447116385,0.00157604700777255,0.677068452821106,0.00139767260490723,0.0875233564023644
0.0340757710721805,0.232516821763804,0.271294600824618,0.101499071458661,0.360613734880736
0.157953228285835,0.0181113686236655,0.598148974207114,0.017995424591731,0.207791004291654
0.0182305685029529,0.340138661143897,0.326992096650038,0.0467304484165955,0.267908225286517
0.018264916720188,0.0609922477383921,0.761839413057066,0.00499953691873031,0.153903885565624
0.00618387774775952,0.379933582178305,0.439265753542122,0.0114825987087379,0.163134187823076
0.0806020765015128,0.128695735870017,0.13940824753802,0.25124733568106,0.40004660440939
0.523990960017259,0.00477869492171685,0.0264737592870124,0.267038856554289,0.177717729219723
0.0622644871043269,0.0882924441842468,0.403010584200596,0.0540012410371487,0.392431243473682
0.0713951220420198,0.0210082588614008,0.711658873544588,0.00715455318175396,0.188783192370238
0.613191626855138,0.00326716045568263,0.0238261518364132,0.200304419125308,0.159410641727459
0.143875009279947,0.0386875899019541,0.0492800840548919,0.512088115038123,0.256069201725084
0.0139957575537068,0.18473151823405,0.585475171349964,0.0117316816315243,0.204065871230756
0.37531618621574,0.0126848519080446,0.265443204970112,0.0388560637292314,0.307699693176871
0.0567461121590248,0.0274034134416122,0.0117762118207128,0.777914577940654,0.126159684637997
0.000101961294860727,0.951565028106065,0.0146852408104746,0.0105039508434293,0.02314381894517
0.00221075239314578,0.317275604078916,0.00387895183901683,0.614131598033834,0.0625030936550875
0.423234793397758,0.0128350023316781,0.207602917675738,0.0592968009226873,0.297030485672138
0.569336284646204,0.00639917938007391,0.084975699062116,0.0855328934215811,0.253755943490025
0.0326320212325373,0.0620720577731031,0.692861710049491,0.00965326394343705,0.202780947001431
0.00700602571372094,0.624920993377313,0.100994708450148,0.0695537704339405,0.197524502024878
0.21360849801815,0.0539313740987513,0.158363174582573,0.180315587134032,0.393781366166494
0.015301901292648,0.012984781995179,0.9009092948665,0.000774582404064239,0.0700294394416092
0.523081731609056,0.00833810163546248,0.0968077361471282,0.10873470146203,0.263037729146323
0.444223573329492,0.0117131165474887,0.146551509593478,0.106531629778947,0.290980170750594
0.0291350309302194,0.206523720989466,0.396848839319408,0.0453574424582357,0.322134966302671
0.327190152430309,0.0319182507316672,0.0809424771982825,0.229220606866779,0.330728512772963
0.0168958436785372,0.0191920114748805,0.0024262341479464,0.898538419748366,0.0629474909502697
0.351454559114242,0.0302512895064207,0.180780026547595,0.10578739474671,0.331726730085032
0.457184800234449,0.00193021639227232,0.408819195041082,0.0051741292669643,0.126891659065232
0.962676928079444,3.44576262705067e-05,0.00881139376900268,0.00667365963319063,0.0218035608920917
0.102215278924596,0.0459867208421726,0.0784873977270916,0.122000986330048,0.651309616176092
0.01144456773338,0.0115457757286816,0.917734568098318,0.000524390233773474,0.0587506982058473
0.0918508405053871,0.00215262156370404,0.839303125784044,0.000640386958457905,0.0660530251884068
0.591677279185891,0.00358355776944036,0.0288117024537448,0.213472943112392,0.162454517478531
0.394521065876754,0.010989958063961,0.0431114481750527,0.286058770873224,0.265318757011009
0.0237539929443141,0.0286518613267788,0.817211093657735,0.00298228037619487,0.127400771694978
0.00639423112131465,0.189013704137892,0.0064922477404524,0.70524831099567,0.092851506004671
